Division;Club;Player;Best Pos;Sec. Position;Position;Age;Height;Wage;Transfer Value;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;Goals per 90 minutes;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Assists;Asts/90;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;Cr C/A;OP-Crs A/90;OP-Crs C/90;OP-Cr %;Drb/90;Fouls Against;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio;Tgls/90;Tcon/90
Premier League;Newcastle;Gonçalo Ramos;ST (C);;ST (C);25;"6'1""";£83K - £120K p/w;£37M - £57M;Fairly Strong;Very Strong;7.10;4;1638;13;126;0.7;9.15;9.15;3.85;0.5;30%;0.207954545454545;2.4;1.5;0.3;61%;0;0;0;6;0.3;2.23;0.1;90%;30.7;0.4;1.2;0.7;0.2;0.1;33;0.2;0.1;33;0.6;12;6;6.1;1.3;0.2;0.3;1.1;80;5;0;0.0;0.0;0.0;6;0;0;11.0;5.5;No recurring injuries;Below Average;4.7;28;0.2;0;0;0;0;0;0;0;0;0;0;2.3;0.9
Premier League;Liverpool;Hugo Ekitiké;ST (C);AM (L);AM (L), ST (C);24;"6'3""";£220K - £300K p/w;£76M - £97M;Fairly Strong;Very Strong;6.96;2;1867;13;143.615384615385;0.6;8.67;8.67;4.33;0.4;25%;0.166730769230769;2.5;1.3;1.0;54%;5;0;0;2;0.1;2.07;0.1;83%;21.7;0.2;1.1;1.2;0.3;0.1;28;0.3;0.1;29;1.2;11;36;6.4;3.1;0.6;1.2;2.8;75;16;0;0.1;0.1;0.0;38;1;0;11.2;6.4;No recurring injuries;Average;6.6;27;0.1;0;0;0;0;0;0;0;0;0;0;2.2;1.6
Serie A;Bergamo;Gianluca Scamacca;ST (C);;ST (C);27;"6'5""";£98K - £115K p/w;£48M - £58M;Fairly Strong;Very Strong;6.87;0;1165;8;145.625;0.6;6.87;6.87;1.13;0.5;21%;0.176153846153846;3.0;1.8;0.8;59%;2;0;0;1;0.1;1.43;0.1;87%;24.0;0.2;1.1;1.0;0.2;0.1;33;0.2;0.1;33;0.5;22;11;10.6;1.3;0.3;0.2;0.7;100;4;0;0.0;0.1;0.0;16;0;0;10.0;6.3;No recurring injuries;Very Low;7.0;43;0.2;0;0;0;0;0;0;0;0;0;0;1.4;1.1
Eredivisie;PSV;Leon Goretzka;DM;AM (C);DM, M/AM (C);31;"6'2""";£48.5K - £63K p/w;Not for Sale;Reasonable;Very Strong;7.04;3;1271;8;158.875;0.6;2.44;2.44;5.56;0.2;36%;0.110909090909091;1.6;1.1;0.6;68%;1;0;0;3;0.2;3.24;0.2;89%;26.4;0.4;0.8;2.5;0.5;0.1;28;0.5;0.1;29;0.3;5;2;9.8;13.2;0.3;1.6;3.1;100;4;1;0.2;0.2;0.1;4;1;0;5.5;8.6;Recurring partially torn hamstring;Very High;1.3;72;0.1;0;0;0;0;0;0;0;0;0;0;1.7;0.8
Serie A;Celesti;Mattia Zaccagni;AM (L);M (L), AM (C);M (L), AM (LC);31;"5'10""";£86K - £100K p/w;Not for Sale;Fairly Strong;Very Strong;7.12;2;1160;7;165.714285714286;0.5;4.58;3.81;2.42;0.4;22%;0.143125;2.5;1.1;0.8;44%;1;2;100;2;0.2;2.64;0.2;89%;51.6;0.4;2.2;4.0;4.0;1.0;25;3.8;1.0;27;4.1;15;7;12.3;5.7;1.6;2.6;10.8;78;27;2;0.2;0.5;0.0;18;2;1;12.5;14.7;No recurring injuries;Very Low;3.3;26;0.0;0;0;0;0;0;0;0;0;0;0;1.5;1.3
Bundesliga;Borussia Dortmund;Serhou Guirassy;ST (C);;ST (C);30;"6'2""";£155K - £235K p/w;£48M - £61M;Fairly Strong;Very Strong;6.97;1;1604;9;178.222222222222;0.5;10.1;10.1;-1.1;0.6;13%;0.150746268656716;3.8;2.0;1.1;54%;0;0;0;0;0.0;0.82;0.0;87%;29.4;0.1;0.8;1.0;0.2;0.1;33;0.2;0.1;33;0.6;32;15;11.0;2.1;0.1;0.7;1.9;40;5;1;0.2;0.2;0.0;17;2;0;10.5;6.0;No recurring injuries;High;6.9;45;0.2;0;0;0;0;0;0;0;0;0;0;1.5;1.0
Serie A;Bologna;Riccardo Orsolini;AM (R);M (R);M/AM (R);29;"6'0""";£85K - £99K p/w;£69M - £81M;Very Strong;Reasonable;7.33;2;1424;7;203.428571428571;0.4;3.2;3.2;3.8;0.2;22%;0.1;2.0;0.9;0.6;44%;2;1;100;2;0.1;1.07;0.1;86%;50.9;0.2;2.1;3.5;7.4;1.4;18;3.9;1.1;27;4.1;23;9;14.7;5.8;1.6;2.3;10.5;72;36;0;0.1;0.4;0.0;28;1;0;12.2;19.1;No recurring injuries;Low;3.3;49;0.1;0;0;0;0;0;0;0;0;0;0;1.4;1.3
Bundesliga;FC Bayern München;Luis Díaz;AM (L);M (L), AM (R);M (L), AM (RL);29;"5'11""";£135K - £245K p/w;£90M - £115M;Fairly Strong;Very Strong;7.17;0;1437;7;205.285714285714;0.4;4.39;4.39;2.61;0.3;16%;0.102093023255814;2.7;1.5;1.2;56%;2;0;0;1;0.1;2.79;0.2;87%;56.9;0.6;1.5;5.3;3.3;1.2;35;3.3;1.2;36;4.4;20;10;12.3;6.3;1.4;2.6;11.5;68;34;0;0.5;0.5;0.0;24;1;0;13.2;19.8;No recurring injuries;Below Average;2.8;51;0.0;0;0;0;0;0;0;0;0;0;0;1.9;0.8
Bundesliga;FC Bayern München;Jamal Musiala;AM (L);M (C), AM (R);M (C), AM (RLC);23;"6'0""";£350K - £550K p/w;£151M;Fairly Strong;Very Strong;7.15;2;1247;6;207.833333333333;0.4;4.9;4.9;1.1;0.4;12%;0.098;3.6;1.4;1.3;38%;0;0;0;6;0.4;3.82;0.3;90%;49.7;0.5;2.2;4.6;1.9;0.6;34;1.9;0.6;35;3.5;14;10;10.9;14.4;0.4;1.7;5.8;35;17;0;0.2;0.4;0.0;8;0;0;12.5;13.6;No recurring injuries;Above Average;2.7;32;0.1;0;0;0;0;0;0;0;0;0;0;1.8;0.9
First Division;Barcelona;Ferran Torres;ST (C);AM (R);AM (RL), ST (C);26;"6'0""";£100K - £175K p/w;£120M - £146M;Fairly Strong;Very Strong;6.81;0;1260;6;210;0.4;7.43;7.43;-1.43;0.5;10%;0.119838709677419;4.4;2.2;1.6;50%;5;0;0;0;0.0;1.6;0.1;89%;28.9;0.4;1.5;1.8;0.8;0.2;27;0.8;0.2;27;1.0;12;13;11.3;2.8;0.3;1.1;3.2;57;7;1;0.1;0.3;0.1;14;1;0;11.0;8.4;No recurring injuries;Above Average;5.1;31;0.1;0;0;0;0;0;0;0;0;0;0;1.6;0.9
Serie A;Fiorentina;Moise Kean;ST (C);;ST (C);26;"6'0""";£120K - £140K p/w;£69M - £82M;Fairly Strong;Very Strong;6.78;1;1280;6;213.333333333333;0.4;6.62;5.81;-0.62;0.5;11%;0.116140350877193;4.0;1.9;1.6;47%;2;1;0;0;0.0;1.5;0.1;90%;27.4;0.2;0.8;0.8;0.6;0.1;25;0.6;0.1;25;0.8;28;7;21.0;1.6;0.1;0.4;1.3;50;2;0;0.0;0.1;0.0;18;2;0;10.9;6.3;No recurring injuries;Very Low;5.7;30;0.0;0;0;0;0;0;0;0;0;0;0;1.1;0.8
Premier League;Arsenal;Martin Ødegaard;M (C);;M/AM (C);27;"5'10""";£275K - £300K p/w;£136M - £166M;Very Strong;Reasonable;7.15;3;1785;8;223.125;0.4;7.07;7.07;0.93;0.4;16%;0.138627450980392;2.6;0.8;0.8;31%;0;0;0;6;0.3;4.91;0.2;88%;63.0;0.8;2.3;5.5;2.3;0.6;26;1.1;0.6;57;1.3;15;5;10.7;5.3;0.8;1.3;3.9;88;17;1;0.2;0.3;0.2;8;0;0;11.9;15.6;No recurring injuries;Average;1.7;33;0.0;0;0;0;0;0;0;0;0;0;0;2.0;1.0
Serie A;Parthenope;Romelu Lukaku;ST (C);;ST (C);33;"6'3""";£115K - £165K p/w;Not for Sale;Very Strong;Fairly Strong;6.93;0;1390;6;231.666666666667;0.4;6.01;6.01;-0.01;0.4;11%;0.109272727272727;3.6;1.7;1.1;47%;3;2;100;1;0.1;1.25;0.1;87%;27.6;0.1;1.0;0.8;0.3;0.1;40;0.3;0.1;40;0.6;44;10;21.1;1.8;0.1;0.8;0.9;67;3;0;0.1;0.3;0.0;15;2;0;10.0;5.2;No recurring injuries;Very Low;7.1;38;0.1;0;0;0;0;0;0;0;0;0;0;1.2;1.0
Ligue 1 McDonald's;Paris SG;Fabián;M (C);AM (C);DM, M/AM (C);30;"6'2""";£170K - £200K p/w;£62M - £89M;Very Strong;Reasonable;6.88;1;1634;7;233.428571428571;0.4;5.13;5.13;1.87;0.3;17%;0.122142857142857;2.3;1.3;0.6;57%;1;0;0;5;0.3;4.42;0.2;89%;18.1;0.6;0.6;1.2;0.4;0.3;75;0.4;0.3;75;0.4;13;1;12.0;10.0;0.2;0.3;2.0;57;7;0;0.0;0.2;0.0;4;0;0;4.3;6.8;No recurring injuries;Below Average;1.0;56;0.0;0;0;0;0;0;0;0;0;0;0;2.4;0.5
Premier League;Benfica;Lucas Ocampos;AM (R);M (RL), ST (C);M/AM (RL), ST (C);32;"5'10""";£60K - £80K p/w;Not for Sale;Reasonable;Very Strong;6.99;1;1199;5;239.8;0.4;3.21;3.21;1.79;0.2;15%;0.0944117647058823;2.6;1.1;0.8;41%;0;1;100;2;0.2;2.12;0.2;86%;47.6;0.5;1.1;3.2;3.2;0.8;26;2.9;0.8;29;2.6;12;7;15.3;7.1;1.9;2.3;9.8;61;41;0;0.5;0.6;0.2;13;0;0;12.3;18.8;No recurring injuries;High;3.8;40;0.3;0;0;0;0;0;0;0;0;0;0;2.0;0.8
Premier League;Benfica;Loïs Openda;ST (C);AM (LC);AM (LC), ST (C);26;"5'10""";£95K - £115K p/w;£76M - £91M;Fairly Strong;Very Strong;6.89;3;1459;6;243.166666666667;0.4;7.69;7.69;-1.69;0.5;11%;0.137321428571429;3.5;1.5;1.0;45%;0;0;0;1;0.1;1.65;0.1;92%;28.4;0.1;0.9;0.6;0.6;0.1;22;0.6;0.1;22;0.9;30;17;12.0;2.2;0.1;0.6;1.7;100;2;0;0.1;0.3;0.0;22;3;0;10.7;6.1;No recurring injuries;Low;6.5;36;0.1;0;0;0;0;0;0;0;0;0;0;1.4;0.9
Premier League;Newcastle;Anthony Gordon;AM (L);M (L);M (L), AM (RL);25;"6'0""";£195K - £225K p/w;£86M;Weak;Very Strong;7.55;4;1238;5;247.6;0.4;2.66;2.66;2.34;0.2;19%;0.0985185185185185;2.0;1.2;0.7;59%;0;0;0;7;0.5;5.24;0.4;90%;63.2;1.0;3.2;8.3;8.9;2.7;30;8.0;2.5;32;10.4;46;5;18.8;7.3;1.5;2.1;12.4;78;27;1;0.2;0.6;0.1;11;0;0;13.6;20.3;No recurring injuries;Average;3.4;47;0.0;0;0;0;0;0;0;0;0;0;0;1.9;0.9
Premier League;Liverpool;Alexander Isak;ST (C);;AM (L), ST (C);27;"6'3""";£250K - £350K p/w;£87M - £137M;Reasonable;Very Strong;6.97;1;1259;5;251.8;0.4;4.33;3.56;0.67;0.3;13%;0.10825;2.9;1.1;1.4;40%;2;1;100;5;0.4;3.85;0.3;90%;57.2;0.8;2.4;5.9;3.8;0.7;18;3.8;0.7;19;2.4;28;9;11.6;7.6;1.5;2.0;9.6;72;29;0;0.0;0.2;0.0;16;0;0;13.0;20.7;No recurring injuries;Average;4.6;40;0.0;0;0;0;0;0;0;0;0;0;0;1.9;1.4
Serie A;Casciavit;Adrien Rabiot;M (C);DM, M (L);DM, M (LC);31;"6'3""";£155K - £220K p/w;Not for Sale;Very Strong;Reasonable;6.77;2;1895;7;270.714285714286;0.3;2.11;2.11;4.89;0.1;25%;0.0753571428571429;1.3;0.7;0.5;54%;2;0;0;2;0.1;3.53;0.2;92%;15.5;0.4;0.2;1.5;0.2;0.1;50;0.1;0.1;67;0.0;13;0;10.5;11.9;0.4;0.8;3.0;82;11;2;0.1;0.1;0.0;12;8;0;3.0;3.8;No recurring injuries;Very Low;0.8;59;0.0;0;0;0;0;0;0;0;0;0;0;1.9;1.0
Premier League;Benfica;Dodi Lukébakio;AM (R);M (R), AM (L), ST (C);M (R), AM (RL), ST (C);29;"6'2""";£29K - £51K p/w;£43M;Very Strong;Reasonable;6.96;2;1358;5;271.6;0.3;3.83;3.83;1.17;0.3;13%;0.100789473684211;2.5;1.3;1.2;53%;0;1;100;3;0.2;4.17;0.3;89%;45.4;0.3;2.6;4.3;4.8;1.2;25;2.7;0.7;27;4.0;24;7;12.5;6.2;1.6;2.3;9.4;80;30;0;0.3;0.4;0.1;18;0;0;11.3;12.7;No recurring injuries;Below Average;3.0;42;0.0;0;0;0;0;0;0;0;0;0;0;1.7;1.0
First Division;A. Bilbao;Nico Williams;AM (L);M (R), ST (C);M/AM (RL), ST (C);24;"5'11""";£220K - £325K p/w;£194M - £232M;Strong;Very Strong;7.44;4;1650;6;275;0.3;6.51;5.74;-0.51;0.4;12%;0.127647058823529;2.8;1.4;1.3;49%;0;2;100;7;0.4;5.97;0.3;90%;53.2;0.6;2.3;2.8;5.6;1.0;18;3.1;0.5;18;3.9;39;13;11.1;6.2;1.4;1.4;9.5;76;33;1;0.2;0.5;0.0;21;0;0;11.8;16.0;No recurring injuries;Below Average;3.5;38;0.0;0;0;0;0;0;0;0;0;0;0;1.7;1.4
First Division;Real San Sebastián;Mikel Oyarzábal;AM (L);AM (RC);AM (RLC), ST (C);29;"5'11""";£87K - £125K p/w;£113M - £145M;Very Strong;Reasonable;6.98;0;1111;4;277.75;0.3;5.09;5.09;-1.09;0.4;9%;0.118372093023256;3.5;1.5;1.1;44%;0;1;100;3;0.2;1.47;0.1;85%;34.6;0.2;1.1;1.4;1.5;0.2;10;1.1;0.2;15;0.7;20;9;10.6;4.2;0.5;0.8;3.2;86;7;1;0.2;0.2;0.0;9;0;0;10.0;7.0;No recurring injuries;Below Average;6.8;38;0.2;0;0;0;0;0;0;0;0;0;0;1.1;1.2
Premier League;Aston Villa;Youri Tielemans;M (C);;DM, M/AM (C);29;"5'9""";£175K - £200K p/w;£62M;Fairly Strong;Very Strong;6.93;1;1150;4;287.5;0.3;1.65;1.65;2.35;0.1;11%;0.0471428571428571;2.7;1.0;2.3;37%;3;0;0;2;0.2;1.88;0.1;90%;68.5;0.4;1.1;6.2;0.2;0.1;33;0.2;0.1;50;0.2;6;3;8.3;5.6;0.8;2.4;6.6;56;18;3;0.9;0.6;0.7;9;0;0;12.7;20.1;No recurring injuries;Below Average;1.5;21;0.2;0;0;0;0;0;0;0;0;0;0;1.5;1.5
Premier League;Birmingham;Julian Brandt;AM (C);M (L), AM (RL);M (LC), AM (RLC);30;"6'1""";£105K - £120K p/w;£31M - £37M;Fairly Strong;Very Strong;7.06;3;1440;5;288;0.3;3.03;3.03;1.97;0.2;14%;0.0818918918918919;2.3;0.8;1.4;35%;2;0;0;7;0.4;4.79;0.3;88%;46.8;0.8;1.9;2.3;5.1;1.1;22;1.6;0.6;36;0.5;8;6;10.1;4.9;0.8;1.8;7.3;81;16;0;0.2;0.4;0.2;10;0;0;12.3;8.9;No recurring injuries;Above Average;2.0;19;0.0;0;0;0;0;0;0;0;0;0;0;1.5;2.3
Premier League;Arsenal;Gabriel Jesus;ST (C);AM (RL);AM (RL), ST (C);29;"5'9""";£175K - £200K p/w;£41M - £65M;Fairly Strong;Very Strong;6.88;1;1259;4;314.75;0.3;4.94;4.94;-0.94;0.4;18%;0.224545454545455;1.6;0.7;0.6;45%;0;0;0;4;0.3;2.31;0.2;91%;38.2;0.4;1.4;2.5;0.6;0.2;33;0.6;0.2;33;0.6;21;6;6.1;2.4;0.4;0.9;4.2;67;9;1;0.0;0.1;0.0;14;1;0;12.0;9.2;No recurring injuries;High;2.8;31;0.0;0;0;0;0;0;0;0;0;0;0;2.0;0.9
Premier League;Liverpool;Alexis Mac Allister;M (C);;DM, M/AM (C);27;"5'9""";£165K - £245K p/w;£70M - £110M;Reasonable;Very Strong;7.19;1;1693;5;338.6;0.3;4.93;4.17;0.07;0.3;7%;0.0725;3.6;1.2;2.8;32%;3;1;100;7;0.4;4.62;0.2;90%;68.7;0.6;2.3;5.5;2.0;0.4;18;0.5;0.2;44;0.6;10;1;8.2;7.2;1.5;2.5;6.1;68;41;5;0.5;0.5;0.5;10;1;0;12.5;17.0;No recurring injuries;Below Average;1.4;30;0.1;0;0;0;0;0;0;0;0;0;0;2.2;1.5
Premier League;FC Porto;Isco;AM (C);M (RL);M (RLC), AM (C);34;"5'9""";£61K - £90K p/w;£13M - £16M;Fairly Strong;Very Strong;6.77;0;1072;3;357.333333333333;0.3;4.56;3.79;-1.56;0.4;9%;0.134117647058824;2.9;1.3;1.1;44%;0;1;100;3;0.3;3.21;0.3;86%;39.9;0.5;1.1;3.8;10.6;2.4;22;0.8;0.3;30;0.7;9;2;11.0;7.5;0.3;1.8;4.4;67;6;0;0.3;0.3;0.2;6;1;0;8.7;10.3;No recurring injuries;Above Average;1.0;25;0.0;0;0;0;0;0;0;0;0;0;0;2.1;1.2
Serie A;Juventus;Rodrigo Zalazar;AM (C);AM (L);M (C), AM (RLC);27;"5'10""";£52K - £90K p/w;£50M - £64M;Reasonable;Very Strong;6.91;0;1080;3;360;0.2;4.89;4.89;-1.89;0.4;7%;0.119268292682927;3.4;1.6;1.0;46%;0;1;100;1;0.1;1.92;0.2;89%;46.1;0.4;2.4;3.8;7.1;0.9;12;1.0;0.1;8;1.8;5;5;18.8;12.1;0.5;1.2;4.4;60;10;0;0.2;0.2;0.0;11;1;0;12.6;12.7;No recurring injuries;Very Low;2.8;35;0.1;0;0;0;0;0;0;0;0;0;0;1.3;0.5
Premier League;Aston Villa;Donyell Malen;AM (R);;AM (RL), ST (C);27;"5'9""";£120K - £140K p/w;£46M - £67M;Reasonable;Very Strong;6.92;1;1451;4;362.75;0.2;5.43;5.43;-1.43;0.3;13%;0.181;1.9;0.9;0.5;47%;0;0;0;7;0.4;4.22;0.3;87%;35.5;0.6;1.9;2.0;1.9;0.4;23;1.4;0.4;26;1.4;21;14;9.1;2.9;0.6;0.6;4.8;67;15;1;0.2;0.4;0.1;16;0;0;11.9;8.7;No recurring injuries;Above Average;4.2;25;0.0;0;0;0;0;0;0;0;0;0;0;1.3;1.2
First Division;A. Madrid;Álex Baena;AM (C);M (C), AM (R);M (C), AM (RLC);25;"5'9""";£64K - £110K p/w;£145M - £177M;Strong;Very Strong;6.97;2;1500;4;375;0.2;4.84;4.84;-0.84;0.3;12%;0.146666666666667;2.0;0.8;0.7;42%;0;0;0;7;0.4;3.92;0.2;88%;51.6;0.5;1.3;3.8;2.0;0.5;27;1.4;0.5;35;1.7;11;7;10.8;6.3;1.0;1.9;8.8;70;23;0;0.1;0.2;0.1;20;1;0;12.6;15.0;No recurring injuries;Above Average;2.5;27;0.1;0;0;0;0;0;0;0;0;0;0;1.7;1.0
Premier League;Newcastle;Bruno Guimarães;M (C);;DM, M (C);29;"6'0""";£150K - £210K p/w;£69M - £88M;Weak;Very Strong;7.02;1;1559;4;389.75;0.2;1.74;1.74;2.26;0.1;13%;0.0561290322580645;1.8;0.9;1.4;48%;1;0;0;4;0.2;2.19;0.1;91%;82.8;0.3;1.2;7.0;1.2;0.3;23;0.5;0.1;25;0.3;5;4;8.4;8.6;1.6;3.5;7.9;73;37;0;0.6;1.0;0.5;10;2;0;13.2;17.9;No recurring injuries;Below Average;1.3;45;0.2;0;0;0;0;0;0;0;0;0;0;2.0;1.1
Ligue 1 McDonald's;Paris SG;Désiré Doué;AM (R);M (C), AM (L);M (C), AM (RLC);21;"5'11""";£150K - £215K p/w;Not for Sale;Fairly Strong;Very Strong;7.32;5;1648;4;412;0.2;6.6;6.6;-2.6;0.4;9%;0.143478260869565;2.5;1.5;0.7;59%;0;0;0;8;0.4;6.36;0.3;89%;56.7;0.5;2.7;6.0;8.7;1.9;22;4.9;1.4;28;5.2;44;10;12.6;6.7;1.1;2.0;9.0;54;37;0;0.4;0.8;0.1;14;0;0;12.1;17.6;No recurring injuries;Low;3.3;28;0.0;0;0;0;0;0;0;0;0;0;0;2.3;0.6
First Division;Barcelona;Frenkie de Jong;M (C);;DM, M (C);29;"5'11""";£190K - £275K p/w;£99M - £121M;Fairly Strong;Very Strong;7.18;1;1481;3;493.666666666667;0.2;1.65;1.65;1.35;0.1;15%;0.0825;1.2;0.5;0.8;45%;2;0;0;3;0.2;3.62;0.2;94%;64.9;0.5;1.3;8.6;1.8;0.4;20;0.3;0.1;20;0.1;8;1;6.1;14.0;1.2;2.3;6.4;69;29;1;0.7;0.6;0.2;3;0;0;11.7;14.2;No recurring injuries;Above Average;1.3;14;0.1;0;0;1;0;0;0;0;0;0;0;1.8;1.0
Premier League;Sporting CP;Gonçalo Inácio;D (C);;D (C);25;"6'1""";£39.5K - £65K p/w;£61M - £78M;Very Strong;Weak;7.21;1;1722;3;574;0.2;0.83;0.83;2.17;0.0;30%;0.083;0.5;0.3;0.1;60%;0;0;0;0;0.0;0.5;0.0;94%;53.3;0.1;0.3;1.8;0.0;0.0;0;0.0;0.0;0;0.1;4;0;1.3;19.3;0.7;2.9;2.9;82;17;4;0.8;1.3;0.6;10;2;0;10.4;4.5;No recurring injuries;Average;5.8;79;1.2;0;0;0;0;0;0;0;0;0;0;1.9;0.6
Premier League;Chelsea;Enzo Fernández;M (C);AM (C);DM, M/AM (C);25;"5'10""";£120K - £180K p/w;£84M - £103M;Fairly Strong;Very Strong;6.67;1;1794;3;598;0.2;2.53;2.53;0.47;0.1;9%;0.0790625;1.6;0.6;0.8;38%;2;0;0;1;0.1;3.13;0.2;88%;47.0;0.1;1.5;3.1;1.2;0.4;29;0.9;0.3;29;0.1;14;2;8.4;6.9;1.0;1.6;6.4;80;25;0;0.2;0.7;0.2;6;1;0;10.4;14.9;No recurring injuries;Low;1.2;33;0.1;0;0;1;0;0;0;0;0;0;0;1.5;0.8
Serie A;AS Roma;Paulo Dybala;AM (C);AM (R), ST (C);AM (RC), ST (C);33;"5'10""";£125K - £165K p/w;Not for Sale;Very Strong;Reasonable;6.91;0;1197;2;598.5;0.2;4.66;4.66;-2.66;0.4;6%;0.133142857142857;2.6;1.1;1.1;40%;0;0;0;4;0.3;2.49;0.2;88%;47.6;0.4;2.5;3.8;6.2;0.9;14;1.1;0.4;36;1.9;15;3;13.8;10.0;0.6;1.3;5.6;73;11;0;0.1;0.2;0.0;6;0;0;12.2;12.7;Recurring moderate calf muscle strain;Very High;2.2;10;0.0;0;0;0;0;0;0;0;0;0;0;1.3;1.1
Premier League;Spurs;Cristian Romero;D (C);;D (C);28;"6'1""";£175K - £200K p/w;£81M - £99M;Reasonable;Very Strong;6.97;0;1374;2;687;0.1;1.65;1.65;0.35;0.1;29%;0.235714285714286;0.5;0.3;0.0;57%;0;0;0;0;0.0;0.01;0.0;96%;45.9;0.0;0.1;2.9;0.0;0.0;0;0.0;0.0;0;0.0;1;0;2.7;8.1;1.3;3.5;4.3;69;29;1;0.2;0.5;0.2;17;1;1;10.4;3.8;No recurring injuries;Average;4.0;56;0.6;0;0;0;0;0;0;0;0;0;0;1.8;0.8
Premier League;Newcastle;Joelinton;M (C);AM (C);M (C), AM (LC);30;"6'1""";£105K - £120K p/w;£47M - £67M;Reasonable;Very Strong;7.17;0;1376;2;688;0.1;4.97;4.97;-2.97;0.3;5%;0.127435897435897;2.6;1.0;0.8;38%;0;0;0;5;0.3;4.23;0.3;90%;57.4;0.7;1.6;3.9;4.3;1.4;32;4.3;1.4;32;7.3;28;2;17.0;9.3;2.5;2.7;12.6;83;46;1;0.5;0.5;0.4;11;0;0;13.7;23.4;No recurring injuries;Average;5.6;51;0.2;0;0;0;0;0;0;0;0;0;0;1.6;1.1
First Division;R. Madrid;Éder Militão;D (C);D (R);D (RC);28;"6'1""";£95K - £160K p/w;£57M - £89M;Weak;Very Strong;7.03;3;1440;2;720;0.1;1.07;1.07;0.93;0.1;18%;0.0972727272727273;0.7;0.2;0.2;27%;1;0;0;1;0.1;0.42;0.0;92%;50.7;0.1;0.4;2.8;0.0;0.0;0;0.0;0.0;0;0.1;1;0;3.3;13.7;0.4;2.1;2.0;88;8;0;0.9;0.7;1.0;6;1;0;10.1;4.8;No recurring injuries;High;5.8;70;0.9;0;0;0;0;0;0;0;0;0;0;2.8;0.8
First Division;A. Madrid;Pablo Barrios;M (C);;DM, M (C);23;"5'11""";£125K - £155K p/w;£125M - £196M;Fairly Strong;Very Strong;7.18;3;1446;2;723;0.1;1.76;1.76;0.24;0.1;6%;0.0502857142857143;2.2;0.9;1.8;43%;2;0;0;6;0.4;3.8;0.2;92%;74.9;0.5;0.8;9.8;0.4;0.2;42;0.4;0.2;43;0.2;5;0;6.6;13.3;1.4;4.1;9.5;73;30;0;0.6;0.7;0.1;22;6;0;12.5;15.4;No recurring injuries;Average;1.2;42;0.0;0;0;0;0;0;0;0;0;0;0;1.5;0.9
Premier League;Fulham;Casemiro;DM;D (C);D (C), DM, M (C);34;"6'1""";£61K - £70K p/w;£750K - £7.6M;Fairly Strong;Very Strong;6.91;1;1469;2;734.5;0.1;0.75;0.75;1.25;0.0;10%;0.0375;1.2;0.6;1.0;50%;1;0;0;1;0.1;0.55;0.0;91%;58.1;0.1;0.6;6.1;0.0;0.0;0;0.0;0.0;0;0.0;1;0;5.0;8.9;1.3;3.6;5.6;65;34;6;0.8;1.5;0.6;15;2;0;12.7;15.2;No recurring injuries;Below Average;3.2;58;0.8;0;0;0;0;0;0;0;0;0;0;1.0;2.1
Serie A;Bergamo;Éderson;M (C);DM, AM (C);DM, M/AM (C);27;"6'0""";£42.5K - £54K p/w;£57M - £81M;Fairly Strong;Very Strong;7.15;3;1579;2;789.5;0.1;2.01;2.01;-0.01;0.1;8%;0.0804;1.4;0.5;0.7;36%;1;0;0;2;0.1;3.49;0.2;92%;64.6;0.1;1.0;7.4;0.1;0.1;100;0.1;0.1;100;0.2;13;1;4.7;13.4;1.7;3.0;7.1;73;41;1;0.5;1.0;0.3;14;0;1;11.4;13.2;No recurring injuries;Very Low;2.3;63;0.3;0;0;0;0;0;0;0;0;0;0;1.4;1.1
Serie A;Juventus;Bremer;D (C);;D (C);29;"6'2""";£150K - £170K p/w;£52M;Weak;Very Strong;7.13;1;1762;2;881;0.1;2.27;2.27;-0.27;0.1;18%;0.206363636363636;0.6;0.2;0.2;27%;0;0;0;2;0.1;1.06;0.1;93%;51.9;0.1;0.2;2.3;0.0;0.0;0;0.0;0.0;0;0.0;6;1;2.3;17.1;0.4;2.8;1.9;80;10;1;0.7;1.1;0.5;15;3;1;9.8;4.3;No recurring injuries;Very Low;5.9;77;1.3;0;0;0;0;0;0;0;0;0;0;1.3;0.9
