Division;Player;Position;Age;Height;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Team Goals;Assists;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;OP-Crs A/90;OP-Crs C/90;Drb/90;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio
Bundesliga;Alphonso Davies;D/WB/M/AM (L);25;"6'1""";Very Strong;Reasonable;7.15;1;1658;1;1658;1.03;1.03;-0.03;0.1;8%;0.0858333333333333;0.7;0.1;0.2;17%;0;0;0;28;1;1.35;0.1;91%;62.7;0.2;1.1;7.8;1.4;0.2;1.4;0.2;1.8;2;14.7;9.5;1.9;3.6;8.1;88;40;2;0.3;0.9;0.1;27;0;0;11.8;15.7;No recurring injuries;High;3.7;60;0.2;0;0;0;0;0;0;0;0;0;0
Premier League;William Saliba;D (C);25;"6'4""";Reasonable;Very Strong;7.05;2;3565;2;1782.5;2.48;2.48;-0.48;0.1;9%;0.112727272727273;0.6;0.2;0.0;27%;0;0;0;76;0;0.87;0.0;96%;65.1;0.1;0.2;4.3;0.0;0.0;0.0;0.0;0.0;0;2.6;10.9;0.6;2.9;2.4;80;30;7;0.5;0.9;0.6;16;6;0;10.7;5.3;No recurring injuries;Below Average;5.4;66;0.7;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;Vitinha;DM, M (C);26;"5'8""";Reasonable;Very Strong;7.15;3;4101;5;820.2;8.92;5.84;-3.92;0.2;9%;0.159285714285714;1.2;0.3;0.4;27%;3;5;80;104;10;15.16;0.3;93%;64.9;0.7;0.9;7.8;2.6;0.6;0.3;0.1;0.2;2;3.6;13.2;0.9;2.6;5.2;80;54;1;0.6;0.8;0.1;10;2;0;11.7;12.5;No recurring injuries;Below Average;1.3;29;0.1;0;0;0;0;0;0;0;0;0;0
Bundesliga;Kim Min-Jae;D (C);29;"6'3""";Fairly Strong;Very Strong;7.02;1;1559;1;1559;0.81;0.81;0.19;0.0;17%;0.135;0.3;0.1;0.1;17%;0;0;0;29;0;0.43;0.0;95%;51.6;0.0;0.1;2.5;0.1;0.0;0.1;0.0;0.1;0;2.5;15.6;0.8;2.9;2.8;100;14;0;0.3;0.8;0.3;15;3;1;9.8;3.7;No recurring injuries;Above Average;6.6;75;1.4;0;0;0;0;0;0;0;0;0;0
Premier League;Alexander Isak;AM (L), ST (C);26;"6'3""";Reasonable;Very Strong;7.17;7;3769;19;198.368421052632;17.49;15.95;1.51;0.4;15%;0.13992;3.0;1.5;0.9;50%;1;3;67;98;15;12.59;0.3;87%;42.3;0.9;1.8;3.2;2.3;0.7;2.3;0.7;1.8;37;9.3;4.1;0.8;1.4;6.4;79;43;0;0.3;0.2;0.2;46;2;0;11.8;12.5;No recurring injuries;Average;5.2;38;0.1;0;0;0;0;0;0;0;0;0;0
Premier League;Sandro Tonali;DM, M (C);26;"5'11""";Fairly Strong;Very Strong;6.93;3;2563;2;1281.5;2.28;2.28;-0.28;0.1;5%;0.0584615384615385;1.4;0.7;0.9;54%;1;0;0;42;5;3.26;0.1;92%;57.8;0.3;1.2;6.3;2.9;0.4;0.3;0.1;0.1;1;7.0;6.8;1.4;2.6;8.6;71;56;1;0.4;0.6;0.3;16;4;0;12.5;16.0;No recurring injuries;Below Average;1.2;31;0.0;0;0;0;0;0;0;0;0;0;0
First Division;Dani Carvajal;D/WB (R);34;"5'8""";Reasonable;Very Strong;7.10;0;2189;0;0;0.94;0.94;-0.94;0.0;0%;0.1175;0.3;0.0;0.1;0%;0;0;0;40;4;6.28;0.3;90%;73.1;0.3;1.1;9.7;1.9;0.4;1.9;0.4;0.6;2;21.6;11.6;2.1;3.5;7.1;80;64;2;0.2;0.8;0.6;43;7;0;12.0;17.6;No recurring injuries;Very High;3.2;59;0.2;0;0;0;0;0;0;0;0;0;0
Premier League;Angelo Stiller;D (C), DM, M (C);25;"6'0""";Very Strong;Weak;6.85;0;2576;2;1288;1.64;1.64;0.36;0.1;8%;0.0683333333333333;0.8;0.3;0.6;42%;1;0;0;57;2;3.01;0.1;90%;71.1;0.1;1.7;9.2;2.4;0.3;0.3;0.1;0.4;2;8.8;8.1;1.2;2.7;7.4;74;47;5;0.8;0.9;0.7;11;1;0;13.0;18.0;No recurring injuries;Average;1.7;36;0.1;0;0;3;0;0;0;0;0;0;0
Premier League;Diogo Costa;GK;26;"6'1""";Fairly Strong;Very Strong;7.07;8;3712;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;81;0;0;0.0;91%;25.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;4.1;6.8;0.0;0.1;0.0;25;4;0;0.0;1.9;0.0;0;0;0;5.8;0.0;No recurring injuries;Below Average;0.0;0;0.0;21;4.68;0;76;30;44;14;30;4;25
Bundesliga;Manuel Neuer;GK;40;"6'4""";Fairly Strong;Very Strong;7.20;0;1658;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;35;0;0;0.0;92%;25.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;6.8;5.8;0.0;0.2;0.0;0;2;0;0.0;1.5;0.0;0;0;0;5.9;0.0;No recurring injuries;High;0.0;0;0.0;12;6.44;0;79;7;24;4;9;2;0
First Division;Trent Alexander-Arnold;D/WB (R), DM, M (C);27;"5'11""";Fairly Strong;Very Strong;7.02;2;2601;1;2601;1.93;1.93;-0.93;0.1;4%;0.0772;0.9;0.2;0.6;24%;1;0;0;61;9;8.33;0.3;92%;68.9;0.3;1.1;9.2;6.7;0.8;1.0;0.1;0.6;2;13.0;11.9;1.9;2.9;6.8;74;74;4;0.3;0.6;0.1;26;5;1;11.6;16.6;No recurring injuries;High;3.2;62;0.2;0;0;0;0;0;0;0;0;0;0
Premier League;Alexis Mac Allister;DM, M/AM (C);27;"5'9""";Reasonable;Very Strong;7.13;1;3737;7;533.857142857143;4.19;4.19;2.81;0.1;10%;0.0607246376811594;1.7;0.7;1.2;43%;1;0;0;104;8;5.99;0.1;92%;76.0;0.2;2.0;7.8;0.8;0.2;0.4;0.2;0.2;0;6.4;8.2;1.4;3.0;7.0;68;88;5;0.3;0.7;0.2;19;3;0;12.7;18.0;No recurring injuries;Below Average;1.4;17;0.0;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;Nuno Mendes;D/WB (L);23;"5'9""";Very Strong;Fairly Strong;7.19;5;3987;3;1329;2.76;2.76;0.24;0.1;14%;0.125454545454545;0.5;0.2;0.2;36%;0;0;0;97;2;4.14;0.1;93%;75.7;0.1;1.0;10.9;2.4;0.4;1.0;0.1;1.2;3;9.1;12.4;2.3;3.4;7.9;78;130;1;0.5;0.9;0.3;48;3;0;12.1;16.3;No recurring injuries;Above Average;3.0;56;0.3;0;0;0;0;0;0;0;0;0;0
Premier League;Nathan Aké;D (LC), DM;31;"5'11""";Very Strong;Reasonable;6.84;0;2528;0;0;0.07;0.07;-0.07;0.0;0%;0.0233333333333333;0.1;0.1;0.1;67%;0;0;0;58;0;1.11;0.0;95%;69.7;0.1;0.5;7.9;0.4;0.2;0.4;0.2;0.1;0;4.9;10.1;1.7;3.2;4.6;79;61;2;0.7;1.1;0.6;22;1;0;11.9;13.5;No recurring injuries;Above Average;4.1;54;0.3;0;0;0;0;0;0;0;0;0;0
Bundesliga;Serge Gnabry;M (RL), AM (RLC), ST (C);30;"5'9""";Strong;Very Strong;6.86;1;2221;7;317.285714285714;6.38;6.38;0.62;0.3;11%;0.104590163934426;2.5;0.9;1.0;36%;6;0;0;43;1;2.73;0.1;90%;44.2;0.2;1.5;2.8;0.9;0.2;0.9;0.2;1.8;5;16.7;9.9;0.5;1.5;5.6;76;17;0;0.3;0.4;0.0;9;0;0;11.7;9.6;No recurring injuries;High;2.6;34;0.0;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;Désiré Doué;M (C), AM (RLC);20;"5'11""";Fairly Strong;Very Strong;7.29;7;3748;12;312.333333333333;11.26;11.26;0.74;0.3;12%;0.113737373737374;2.4;0.9;0.8;39%;3;0;0;100;15;15.3;0.4;89%;54.7;0.8;2.9;6.4;8.8;1.9;5.3;1.4;5.2;23;14.8;5.6;1.9;2.1;9.5;76;106;1;0.2;0.4;0.1;30;1;0;12.1;17.5;No recurring injuries;Low;3.0;29;0.0;0;0;0;0;0;0;0;0;0;0
Premier League;Gabriel;D (C);28;"6'3""";Very Strong;Reasonable;7.07;1;4032;0;0;2.19;2.19;-2.19;0.0;0%;0.0995454545454545;0.5;0.2;0.0;32%;0;0;0;90;1;1.36;0.0;95%;65.0;0.0;0.1;3.6;0.0;0.0;0.0;0.0;0.0;1;3.0;11.5;0.7;2.8;2.0;73;44;9;0.5;0.8;0.5;18;5;0;10.4;5.1;No recurring injuries;Average;6.1;75;1.4;0;0;0;0;0;0;0;0;0;0
Premier League;Hugo Ekitiké;AM (L), ST (C);23;"6'3""";Fairly Strong;Very Strong;7.09;3;3087;23;134.217391304348;19.46;19.46;3.54;0.6;20%;0.170701754385965;3.3;1.8;0.9;55%;2;0;0;86;6;5.37;0.2;86%;22.6;0.5;1.2;1.1;0.5;0.1;0.5;0.1;1.1;50;6.5;2.4;0.3;0.8;3.4;58;19;0;0.1;0.1;0.0;51;0;0;11.0;6.1;No recurring injuries;Above Average;6.1;33;0.1;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;Fabián;DM, M/AM (C);30;"6'2""";Very Strong;Reasonable;6.86;3;3805;14;271.785714285714;12.18;12.18;1.82;0.3;14%;0.120594059405941;2.4;1.1;0.9;48%;1;0;0;90;8;8.48;0.2;90%;19.3;0.4;0.8;1.5;0.4;0.1;0.4;0.1;0.4;7;11.3;10.1;0.1;0.7;1.6;71;7;0;0.1;0.0;0.1;10;0;0;4.4;5.9;No recurring injuries;Below Average;1.0;53;0.1;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;Lucas Hernández;D (LC);30;"6'0""";Very Strong;Weak;6.75;0;1346;0;0;0.35;0.35;-0.35;0.0;0%;0.0875;0.3;0.0;0.1;0%;0;0;0;33;0;0.82;0.1;94%;64.9;0.1;0.4;7.0;0.3;0.0;0.3;0.0;0.5;1;6.4;14.2;1.1;3.3;6.2;59;29;0;0.5;0.8;0.8;24;7;2;11.3;11.1;No recurring injuries;Above Average;4.4;48;0.5;0;0;0;0;0;0;0;0;0;0
First Division;Antonio Rüdiger;D (C);33;"6'3""";Reasonable;Very Strong;7.02;0;2981;0;0;0.97;0.97;-0.97;0.0;0%;0.060625;0.5;0.2;0.2;31%;0;0;0;64;2;2.33;0.1;94%;51.0;0.2;0.2;2.4;0.0;0.0;0.0;0.0;0.1;1;3.4;14.6;0.7;3.1;2.7;67;33;3;0.7;0.8;0.6;25;8;0;10.2;4.3;No recurring injuries;Very High;5.3;73;0.9;0;0;0;0;0;0;0;0;0;0
First Division;Jan Oblak;GK;33;"6'2""";Weak;Very Strong;6.89;3;4617;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;92;0;0;0.0;84%;24.6;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0;7.3;4.3;0.0;0.0;0.0;13;8;0;0.0;1.3;0.0;3;3;0;5.5;0.0;No recurring injuries;Below Average;0.0;0;0.0;18;-1.74;5;72;36;79;30;57;8;13
First Division;Unai Simón;GK;28;"6'3""";Reasonable;Very Strong;6.86;3;3960;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;58;0;0;0.0;85%;26.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5.2;5.5;0.0;0.0;0.0;0;3;0;0.0;1.6;0.0;2;2;0;6.0;0.0;No recurring injuries;Below Average;0.0;0;0.0;15;10.29;1;72;36;66;25;48;3;0
Premier League;Julian Brandt;M (LC), AM (RLC);30;"6'1""";Fairly Strong;Very Strong;6.68;0;1667;8;208.375;5.5;5.5;2.5;0.3;24%;0.166666666666667;1.8;1.1;0.7;64%;0;0;0;29;1;1.91;0.1;89%;45.6;0.2;1.3;2.8;3.1;0.9;1.2;0.4;1.5;6;7.9;3.7;0.6;1.2;5.0;86;14;0;0.2;0.3;0.1;9;0;0;12.2;9.6;No recurring injuries;Above Average;3.4;29;0.2;0;0;0;0;0;0;0;0;0;0
Premier League;Federico Chiesa;AM (RLC), ST (C);28;"5'11""";Fairly Strong;Very Strong;7.03;4;2506;11;227.818181818182;7.3;7.3;3.7;0.3;15%;0.1;2.6;1.3;1.4;48%;2;0;0;72;6;5.65;0.2;89%;52.1;0.5;2.4;5.5;6.6;1.4;6.6;1.4;5.8;19;16.4;7.4;2.0;2.1;12.2;77;71;0;0.3;0.4;0.0;37;5;0;12.9;19.7;Recurring groin strain;Very High;3.5;38;0.1;0;0;0;0;0;0;0;0;0;0
First Division;Gavi;DM, M/AM (C);21;"5'8""";Fairly Strong;Very Strong;6.94;1;1174;3;391.333333333333;2.67;2.67;0.33;0.2;11%;0.0988888888888889;2.1;0.8;0.8;41%;1;0;0;28;5;2.32;0.2;92%;50.0;0.3;1.2;4.2;0.8;0.2;0.5;0.2;0.7;1;9.4;13.3;0.8;2.7;5.2;77;13;1;0.2;0.5;0.1;10;2;0;10.7;14.8;No recurring injuries;Above Average;1.5;16;0.0;0;0;0;0;0;0;0;0;0;0
Premier League;Cody Gakpo;AM (RLC), ST (C);27;"6'2""";Reasonable;Very Strong;6.94;1;2001;12;166.75;8.77;8.77;3.23;0.4;14%;0.101976744186047;3.9;1.7;1.5;44%;3;0;0;53;5;5.67;0.3;89%;59.1;0.7;2.3;5.1;4.9;1.2;4.1;1.1;2.4;13;13.2;6.2;1.7;2.1;10.3;86;43;1;0.2;0.7;0.0;15;0;0;13.1;18.1;No recurring injuries;Below Average;4.9;34;0.0;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;João Neves;DM, M (C);21;"5'9""";Fairly Strong;Very Strong;6.79;1;3197;6;532.833333333333;8.16;8.16;-2.16;0.2;9%;0.121791044776119;1.9;0.7;0.6;36%;1;0;0;72;9;4.8;0.1;91%;27.3;0.2;1.0;2.4;0.2;0.1;0.2;0.1;0.2;5;9.9;11.5;0.6;0.6;2.5;84;25;1;0.1;0.3;0.0;14;4;0;5.2;6.9;No recurring injuries;Average;1.0;53;0.0;0;0;0;0;0;0;0;0;0;0
First Division;Álex Baena;M (C), AM (RLC);24;"5'9""";Strong;Very Strong;7.15;3;2947;7;421;7.52;7.52;-0.52;0.2;11%;0.113939393939394;2.0;0.9;0.5;47%;2;0;0;57;6;11.97;0.4;90%;53.1;0.4;2.3;4.4;5.6;1.1;2.7;0.7;2.4;15;12.9;6.9;1.8;1.9;10.4;73;79;1;0.2;0.4;0.0;43;1;0;11.8;14.8;No recurring injuries;Above Average;3.7;26;0.0;0;0;0;0;0;0;0;0;0;0
Premier League;Enzo Fernández;DM, M/AM (C);25;"5'10""";Fairly Strong;Very Strong;7.01;3;3913;6;652.166666666667;6.47;6.47;-0.47;0.1;6%;0.0593577981651376;2.5;1.2;2.2;47%;2;0;0;69;10;8.04;0.2;91%;66.8;0.5;1.5;5.7;1.7;0.5;0.4;0.3;0.2;5;7.6;7.4;1.2;2.1;7.4;78;69;2;0.4;0.4;0.2;19;2;0;12.1;15.6;No recurring injuries;Above Average;1.3;33;0.0;0;0;0;0;0;0;0;0;0;0
Premier League;Gabriel Jesus;AM (RL), ST (C);29;"5'9""";Fairly Strong;Very Strong;6.77;0;1012;5;202.4;2.63;2.63;2.37;0.2;31%;0.164375;1.4;0.7;0.4;50%;0;0;0;22;1;1.53;0.1;87%;36.6;0.3;1.3;2.0;1.0;0.1;1.0;0.1;1.0;8;6.8;2.5;0.6;0.8;4.5;78;9;0;0.2;0.4;0.2;11;1;0;12.1;10.4;No recurring injuries;High;4.0;9;0.2;0;0;0;0;0;0;0;0;0;0
Premier League;Jurriën Timber;D (RLC);24;"5'10""";Fairly Strong;Very Strong;7.03;3;3479;2;1739.5;0.72;0.72;1.28;0.0;17%;0.06;0.3;0.2;0.1;50%;2;0;0;73;4;2.47;0.1;93%;76.7;0.2;0.8;10.1;0.7;0.2;0.7;0.2;0.6;0;9.2;10.7;2.0;4.0;7.0;78;98;4;0.5;1.1;0.3;42;6;0;12.3;17.4;No recurring injuries;Above Average;3.8;68;0.4;0;0;0;0;0;0;0;0;0;0
Premier League;Reece James;D (RC), WB (R), DM;26;"5'10""";Reasonable;Very Strong;6.94;2;3680;2;1840;1.77;1.77;0.23;0.0;8%;0.07375;0.6;0.2;0.3;33%;2;0;0;61;4;5.57;0.1;91%;71.1;0.4;1.2;8.6;6.3;1.0;2.0;0.4;1.0;9;11.2;11.4;2.4;3.8;8.2;74;136;4;0.5;0.9;0.3;44;5;0;12.9;18.0;Recurring partially torn hamstring;Very High;3.4;47;0.2;0;0;2;0;0;0;0;0;0;0
First Division;Mikel Oyarzábal;AM (RLC), ST (C);29;"5'11""";Very Strong;Reasonable;6.90;3;1877;10;187.7;7.99;7.99;2.01;0.4;15%;0.1175;3.3;1.6;1.4;50%;1;1;100;24;3;3.47;0.2;89%;29.2;0.2;1.0;1.2;1.1;0.2;0.6;0.0;0.4;17;12.5;2.5;0.2;0.7;2.2;63;8;0;0.0;0.2;0.0;22;0;0;11.1;7.2;No recurring injuries;Below Average;7.7;39;0.2;0;0;0;0;0;0;0;0;0;0
First Division;Eric García;D (RC), DM;25;"6'0""";Fairly Strong;Very Strong;7.09;3;3919;0;0;0.81;0.81;-0.81;0.0;0%;0.081;0.2;0.0;0.1;10%;0;0;0;94;3;4.64;0.1;94%;64.2;0.2;0.6;4.4;0.2;0.0;0.2;0.0;0.2;0;4.2;15.4;0.9;3.0;4.3;75;52;11;0.5;0.6;0.5;40;10;0;11.0;8.3;No recurring injuries;Average;4.4;57;0.7;0;0;0;0;0;0;0;0;0;0
First Division;João Cancelo;D/WB (RL);31;"6'0""";Fairly Strong;Very Strong;6.83;0;1398;1;1398;0.55;0.55;0.45;0.0;8%;0.0458333333333333;0.8;0.3;0.6;42%;1;0;0;35;0;0.52;0.0;92%;73.6;0.1;1.0;7.6;2.8;0.7;1.9;0.6;0.8;1;13.5;11.0;2.4;3.2;6.8;80;46;1;0.4;1.1;0.2;25;6;0;12.1;17.8;No recurring injuries;Above Average;2.4;54;0.2;0;0;0;0;0;0;0;0;0;0
Bundesliga;Serhou Guirassy;ST (C);30;"6'2""";Fairly Strong;Very Strong;7.06;2;2836;22;128.909090909091;11.5;11.5;10.5;0.4;20%;0.104545454545455;3.5;1.9;1.2;55%;1;0;0;43;4;5.57;0.2;89%;30.2;0.3;1.2;1.3;0.4;0.2;0.4;0.2;0.6;21;12.8;2.1;0.2;0.5;2.1;67;9;0;0.1;0.1;0.0;25;2;1;10.1;5.3;No recurring injuries;High;6.5;44;0.2;0;0;0;0;0;0;0;0;0;0
Premier League;Ryan Gravenberch;DM, M/AM (C);24;"6'3""";Reasonable;Very Strong;7.07;3;3423;6;570.5;7.48;7.48;-1.48;0.2;8%;0.103888888888889;1.9;0.8;1.0;43%;1;0;0;96;12;6;0.2;92%;73.6;0.5;2.1;7.3;0.4;0.2;0.4;0.2;0.8;2;8.0;8.7;1.2;2.7;7.7;70;63;7;0.5;1.1;0.3;17;2;0;12.9;19.7;No recurring injuries;Below Average;2.4;46;0.1;0;0;0;0;0;0;0;0;0;0
Premier League;Jeremie Frimpong;D/WB/M/AM (R);25;"5'8""";Reasonable;Very Strong;6.89;1;1645;1;1645;1.95;1.95;-0.95;0.1;5%;0.0886363636363636;1.2;0.4;0.6;32%;0;0;0;41;3;4.2;0.2;92%;64.9;0.7;2.1;7.7;6.0;1.0;6.0;1.0;4.3;4;12.9;8.9;2.6;3.3;8.8;82;57;2;0.4;0.8;0.1;30;4;0;13.1;19.1;No recurring injuries;Below Average;2.4;14;0.0;0;0;0;0;0;0;0;0;0;0
Premier League;Ebere Eze;M (C), AM (RLC);27;"5'10""";Fairly Strong;Very Strong;7.02;2;2248;7;321.142857142857;7.57;7.57;-0.57;0.3;10%;0.108142857142857;2.8;1.4;1.2;49%;0;0;0;58;12;7.46;0.3;87%;43.8;1.0;2.5;4.6;4.2;1.5;2.3;1.1;3.0;5;13.2;5.5;1.0;1.5;4.6;89;27;0;0.1;0.4;0.1;9;0;0;10.7;10.5;No recurring injuries;High;1.9;26;0.0;0;0;0;0;0;0;0;0;0;0
Premier League;Nicolás Otamendi;D (C);38;"6'0""";Fairly Strong;Very Strong;7.07;3;4211;3;1403.66666666667;3.68;3.68;-0.68;0.1;12%;0.141538461538462;0.6;0.2;0.1;31%;0;0;0;89;5;1.55;0.0;93%;51.9;0.0;0.3;2.3;0.0;0.0;0.0;0.0;0.0;0;2.4;18.4;0.5;2.9;2.5;64;36;5;0.7;0.9;0.6;32;15;1;9.6;4.3;No recurring injuries;Low;4.0;78;0.5;0;0;1;0;0;0;0;0;0;0
Premier League;Bruno Guimarães;DM, M (C);28;"6'0""";Weak;Very Strong;6.83;1;3585;4;896.25;3.99;3.99;0.01;0.1;11%;0.107837837837838;0.9;0.4;0.5;41%;2;0;0;58;5;5.8;0.1;91%;69.0;0.3;1.5;7.3;0.6;0.2;0.3;0.1;0.3;3;8.4;7.9;1.0;2.6;7.5;66;58;2;0.5;0.9;0.3;39;7;0;12.1;18.5;No recurring injuries;Below Average;1.9;43;0.3;0;0;2;0;0;0;0;0;0;0
Premier League;Jack Grealish;M (RL), AM (RLC);30;"5'9""";Strong;Very Strong;6.93;3;3028;12;252.333333333333;8;8;4;0.2;20%;0.135593220338983;1.8;0.7;0.7;41%;0;0;0;56;9;6;0.2;88%;40.5;0.6;1.8;3.0;2.3;0.4;1.7;0.3;2.9;3;10.0;6.2;1.2;2.5;8.5;74;57;0;0.4;0.5;0.3;26;2;0;13.4;18.0;No recurring injuries;Average;3.3;15;0.0;0;0;0;0;0;0;0;0;0;0
Bundesliga;Alejandro Grimaldo;D/WB/M/AM (L);30;"5'7""";Very Strong;Weak;7.21;3;2651;1;2651;1.38;1.38;-0.38;0.0;11%;0.153333333333333;0.3;0.0;0.0;11%;0;0;0;31;7;6.27;0.2;88%;56.7;0.4;1.8;5.2;15.9;2.5;9.1;1.3;2.9;2;10.8;11.7;2.1;3.2;10.8;77;82;1;0.5;1.3;0.1;45;9;0;12.2;23.8;No recurring injuries;Average;2.5;32;0.2;0;0;0;0;0;0;0;0;0;0
Premier League;Jordan Pickford;GK;32;"6'2""";Very Strong;Reasonable;6.81;0;3510;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;67;0;0.47;0.0;72%;24.1;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0;9.3;7.7;0.0;0.2;0.0;17;6;0;0.0;3.7;0.0;0;0;0;6.7;0.1;No recurring injuries;Below Average;0.0;0;0.0;11;2.47;1;76;66;65;21;51;6;17
Premier League;Emiliano Martínez;GK;33;"6'4""";Reasonable;Very Strong;6.98;3;3600;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;68;0;0;0.0;94%;26.1;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0;2.5;7.4;0.0;0.3;0.0;25;4;2;0.0;1.2;0.0;0;0;0;6.6;0.1;Recurring hamstring strain;Very High;0.0;0;0.0;13;3.72;3;78;68;63;27;47;4;25
Premier League;Rayan Cherki;M (C), AM (RLC), ST (C);22;"5'10""";Very Strong;Very Strong;6.94;2;2957;11;268.818181818182;6.76;6.76;4.24;0.2;17%;0.105625;1.9;0.8;0.8;42%;0;0;0;65;9;10.53;0.3;88%;52.2;0.9;2.1;6.5;10.3;1.9;4.4;0.9;6.4;10;17.9;5.1;1.2;1.6;11.1;78;51;2;0.3;0.5;0.2;19;2;0;12.6;18.4;No recurring injuries;Below Average;2.2;23;0.0;0;0;1;0;0;0;0;0;0;0
First Division;Andreas Christensen;D (C), DM;30;"6'2""";Fairly Strong;Very Strong;6.93;0;1088;1;1088;0.35;0.35;0.65;0.0;50%;0.175;0.2;0.1;0.0;50%;0;0;0;29;0;0.23;0.0;94%;58.1;0.0;0.2;2.4;0.0;0.0;0.0;0.0;0.1;0;3.7;14.6;0.7;3.1;3.0;100;8;1;0.7;1.4;0.7;3;0;0;10.0;5.0;No recurring injuries;High;5.5;58;0.3;0;0;0;0;0;0;0;0;0;0
Premier League;Riccardo Calafiori;D (LC);24;"6'2""";Very Strong;Reasonable;6.99;1;3750;2;1875;2.05;2.05;-0.05;0.0;11%;0.107894736842105;0.5;0.3;0.2;58%;0;0;0;77;2;3.5;0.1;92%;82.2;0.2;0.8;11.0;0.7;0.1;0.7;0.1;1.2;3;10.2;12.1;2.4;4.4;7.7;78;126;6;0.6;0.8;0.3;61;5;0;12.3;17.0;No recurring injuries;Above Average;3.5;67;0.4;0;0;0;0;0;0;0;0;0;0
Premier League;Youri Tielemans;DM, M/AM (C);29;"5'9""";Fairly Strong;Very Strong;6.91;1;2987;8;373.375;7.82;5.52;0.18;0.2;11%;0.107123287671233;2.2;1.1;1.6;48%;2;3;100;57;5;7.71;0.2;91%;69.7;0.6;0.9;6.4;2.6;0.5;0.5;0.1;0.4;7;7.7;8.2;1.1;2.9;7.0;65;55;4;0.8;0.6;0.5;14;3;0;12.8;18.4;No recurring injuries;Below Average;1.2;23;0.0;0;0;0;0;0;0;0;0;0;0
Premier League;Leandro Trossard;AM (RLC), ST (C);31;"5'8""";Strong;Very Strong;6.86;3;1413;5;282.6;3.59;3.59;1.41;0.2;14%;0.0997222222222222;2.3;1.0;1.1;44%;1;0;0;37;5;4.09;0.3;90%;67.1;0.4;2.1;6.1;4.9;1.2;3.3;1.1;1.8;19;14.2;6.8;1.7;2.4;9.3;76;34;2;0.2;0.5;0.0;26;0;0;13.1;18.7;No recurring injuries;Above Average;2.8;14;0.0;0;0;1;0;0;0;0;0;0;0
Premier League;Viktor Gyökeres;ST (C);27;"6'2""";Reasonable;Very Strong;6.86;4;3580;17;210.588235294118;13.89;13.89;3.11;0.3;19%;0.154333333333333;2.3;1.2;0.6;51%;3;1;100;78;4;3.63;0.1;89%;29.0;0.2;0.8;1.0;0.4;0.1;0.4;0.1;1.2;52;9.3;2.5;0.2;1.2;2.6;44;16;0;0.0;0.3;0.0;58;1;0;12.2;14.1;No recurring injuries;Above Average;4.3;40;0.1;0;0;1;0;0;0;0;0;0;0
Premier League;Martín Zubimendi;DM, M (C);27;"5'11""";Fairly Strong;Very Strong;6.93;1;3546;2;1773;1.23;1.23;0.77;0.0;11%;0.0647368421052632;0.5;0.3;0.3;53%;0;0;0;81;4;3.69;0.1;94%;63.3;0.1;0.9;7.1;0.0;0.0;0.0;0.0;0.2;0;4.4;8.0;1.2;2.3;6.3;74;66;4;0.6;0.8;0.5;24;3;0;12.1;14.7;No recurring injuries;Average;1.4;45;0.0;0;0;0;0;0;0;0;0;0;0
