Division;Club;Player;Best Pos;Sec. Position;Position;Age;Height;Wage;Transfer Value;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;Goals per 90 minutes;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Assists;Asts/90;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;Cr C/A;OP-Crs A/90;OP-Crs C/90;OP-Cr %;Drb/90;Fouls Against;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio;Tgls/90;Tcon/90
Premier League;Newcastle;Jacob Ramsey;M/AM (C);;M (C), AM (LC);25;"5'11""";£86K - £120K p/w;£32M - £42M;Fairly Strong;Very Strong;7.18;4;3459;16;216.1875;0.4;12.64;12.64;3.36;0.3;21%;0.168533333333333;2.0;1.0;0.5;53%;1;0;0;16;0.4;10.74;0.3;90%;51.7;0.7;1.7;2.2;0.8;0.3;38;0.8;0.3;39;0.8;16;15;8.2;3.6;0.7;0.9;5.5;71;38;0;0.1;0.3;0.0;24;0;0;12.7;8.3;No recurring injuries;Above Average;3.1;33;0.0;0;0;0;0;0;0;0;0;0;0;2.4;1.0
Sky Bet Championship;Sunderland;Brian Brobbey;ST (C);;ST (C);25;"5'11""";£36.5K - £41.5K p/w;£19M - £28M;Fairly Strong;Very Strong;6.83;1;3093;16;193.3125;0.5;11.21;11.21;4.79;0.3;16%;0.109901960784314;3.0;1.7;1.0;58%;3;0;0;3;0.1;6.95;0.2;91%;29.2;0.1;0.9;0.8;0.3;0.1;25;0.3;0.1;25;0.6;63;29;22.6;1.6;0.2;0.7;1.8;88;8;0;0.2;0.1;0.0;37;0;0;10.9;7.2;No recurring injuries;Above Average;4.9;34;0.0;0;0;0;0;0;0;0;0;0;0;0.9;0.9
Ligue 1 McDonald's;Brest;Ludovic Ajorque;ST (C);;ST (C);33;"6'5""";£24K - £31.5K p/w;Not for Sale;Very Strong;Reasonable;7.02;4;2622;16;163.875;0.5;10.65;9.84;5.35;0.4;20%;0.133125;2.7;1.4;0.7;50%;0;4;75;0;0.0;2.46;0.1;89%;30.0;0.3;1.1;0.9;0.3;0.1;20;0.3;0.1;20;0.5;52;28;12.4;2.3;0.1;0.5;1.3;57;7;0;0.1;0.1;0.0;32;0;0;10.2;5.6;No recurring injuries;Below Average;9.5;50;0.2;0;0;0;0;0;0;0;0;0;0;1.1;1.2
Serie A;Parthenope;Scott McTominay;M (C);DM, AM (L);DM, M (C), AM (LC);30;"6'4""";£93K - £160K p/w;£55M - £70M;Reasonable;Very Strong;7.18;5;2905;16;181.5625;0.5;11.07;11.07;4.93;0.3;15%;0.101559633027523;3.4;1.5;1.1;44%;3;0;0;3;0.1;6.8;0.2;90%;54.5;0.3;1.5;4.2;2.9;0.5;16;2.9;0.5;17;2.3;43;15;10.3;7.0;1.4;2.1;10.3;72;64;1;0.2;0.4;0.0;62;5;1;11.6;16.5;No recurring injuries;Very Low;4.5;43;0.1;0;0;0;0;0;0;0;0;0;0;1.4;0.7
Serie BKT;AC Monza;Andrea Petagna;ST (C);;ST (C);31;"6'2""";£20.5K - £30.5K p/w;Not for Sale;Very Strong;Reasonable;7.42;1;2160;15;144;0.6;12.28;12.28;2.72;0.5;15%;0.1228;4.2;2.1;0.0;50%;0;0;0;2;0.1;3.23;0.1;62%;20.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;34;0;0.0;0.0;1.1;0.0;0.0;64;42;0;0.0;0.0;0.0;27;0;0;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0.0
Premier League;Newcastle;Anthony Gordon;AM (L);M (L);M (L), AM (RL);26;"6'0""";£195K - £225K p/w;£86M;Weak;Very Strong;7.72;10;2574;15;171.6;0.5;7.48;6.71;7.52;0.3;23%;0.113333333333333;2.3;1.3;1.0;56%;1;1;100;15;0.5;13.04;0.5;89%;61.5;1.1;3.1;7.6;8.1;2.5;31;7.4;2.4;33;10.4;85;9;19.2;7.6;1.8;2.4;12.9;78;65;2;0.2;0.8;0.1;22;0;0;13.6;19.3;No recurring injuries;Average;3.7;34;0.0;0;0;0;0;0;0;0;0;0;0;2.3;1.0
Premier League;Arsenal;Bukayo Saka;AM (R);;AM (RL);25;"5'10""";£275K - £325K p/w;£138M - £180M;Very Strong;Reasonable;7.50;13;3765;15;251;0.4;13.85;10.02;1.15;0.3;12%;0.1108;3.0;1.5;1.7;50%;4;5;100;17;0.4;18.52;0.4;89%;74.5;1.4;2.7;8.5;8.0;2.5;31;4.1;1.7;43;4.8;75;42;17.2;9.3;2.8;3.2;14.2;74;160;1;0.3;0.7;0.2;79;4;0;13.7;22.6;No recurring injuries;Below Average;2.2;31;0.0;0;0;1;0;0;0;0;0;0;0;2.1;1.0
Eredivisie;AZ;Troy Parrott;ST (C);;ST (C);25;"6'1""";£7.5K - £12K p/w;£18M - £22M;Fairly Strong;Very Strong;6.98;4;2740;15;182.666666666667;0.5;14.07;12.45;0.93;0.5;14%;0.129082568807339;3.6;1.6;1.1;46%;2;5;60;1;0.0;2.9;0.1;89%;29.2;0.1;0.6;0.6;0.5;0.1;25;0.5;0.1;25;0.6;40;23;16.1;1.9;0.2;0.9;1.7;100;5;0;0.2;0.2;0.0;20;0;0;10.2;6.2;No recurring injuries;Average;6.8;33;0.2;0;0;0;0;0;0;0;0;0;0;1.4;0.9
Serie A;Casciavit;Rafael Leão;AM (L);;AM (L), ST (C);27;"6'2""";£105K - £120K p/w;£64M - £78M;Fairly Strong;Very Strong;6.99;5;2449;15;163.266666666667;0.6;9.83;9.83;5.17;0.4;19%;0.121358024691358;3.0;1.7;1.0;58%;3;0;0;4;0.1;3.06;0.1;89%;28.0;0.3;1.5;1.1;0.7;0.3;38;0.7;0.3;39;1.1;33;41;13.4;1.7;0.2;0.7;1.4;67;9;0;0.1;0.1;0.1;45;0;0;10.6;6.0;No recurring injuries;Very Low;7.0;41;0.1;0;0;0;0;0;0;0;0;0;0;1.7;0.8
Bundesliga;Borussia Dortmund;Serhou Guirassy;ST (C);;ST (C);31;"6'2""";£160K - £220K p/w;Not for Sale;Fairly Strong;Very Strong;7.02;2;2436;15;162.4;0.6;14.36;14.36;0.64;0.5;15%;0.1436;3.7;2.1;1.0;57%;2;0;0;1;0.0;2.59;0.1;88%;31.3;0.3;1.1;1.0;0.3;0.1;44;0.3;0.1;44;0.5;39;17;9.9;2.0;0.1;0.7;1.7;43;7;1;0.1;0.1;0.0;21;3;0;10.5;5.9;No recurring injuries;High;7.0;44;0.1;0;0;0;0;0;0;0;0;0;0;1.7;1.2
Sky Bet Championship;Swansea;Žan Vipotnik;ST (C);;ST (C);25;"6'1""";£7K - £10.25K p/w;£5M - £8.2M;Reasonable;Very Strong;6.83;0;3358;15;223.866666666667;0.4;14.75;13.13;0.25;0.4;16%;0.155263157894737;2.5;1.3;0.6;51%;2;5;60;6;0.2;6.25;0.2;89%;26.3;0.4;1.2;0.8;0.3;0.1;30;0.3;0.1;31;0.6;64;25;18.9;2.5;0.2;0.6;1.4;70;10;0;0.0;0.3;0.0;39;2;1;10.6;6.2;No recurring injuries;Average;8.3;34;0.2;0;0;0;0;0;0;0;0;0;0;1.3;1.2
Second Division;Córdoba;Adrián Fuentes;ST (C);AM (L);AM (RL), ST (C);30;"6'1""";£4.8K - £7.5K p/w;£250K - £2.5M;Very Strong;Reasonable;7.00;2;2460;15;164;0.5;9.72;9.72;5.28;0.4;14%;0.0916981132075472;3.9;1.8;1.4;45%;5;2;100;2;0.1;1.68;0.1;90%;26.4;0.2;1.0;0.8;0.5;0.0;7;0.5;0.0;7;0.9;47;28;18.5;1.8;0.3;1.0;1.4;67;12;1;0.1;0.1;0.0;26;2;0;10.4;5.0;No recurring injuries;Below Average;7.9;36;0.0;0;0;0;0;0;0;0;0;0;0;1.2;0.9
Ligue 1 McDonald's;RC Lens;Odsonne Édouard;ST (C);AM (L);AM (L), ST (C);29;"6'2""";£40.5K - £46.5K p/w;£4.1M - £6M;Fairly Strong;Very Strong;6.86;0;3042;15;202.8;0.4;10;9.19;5;0.3;15%;0.099009900990099;3.0;1.6;0.9;52%;2;3;67;2;0.1;1.7;0.1;87%;29.9;0.1;1.2;1.1;0.4;0.0;7;0.4;0.0;7;0.5;44;18;19.3;2.4;0.4;0.6;2.2;75;16;0;0.2;0.2;0.1;38;1;0;11.0;7.4;No recurring injuries;Below Average;6.4;34;0.3;0;0;0;0;0;0;0;0;0;0;0.9;0.7
First Division;Barcelona;Lamine Yamal;AM (R);;M/AM (R);19;"5'11""";£300K - £350K p/w;Not for Sale;Very Strong;Reasonable;7.48;8;3069;15;204.6;0.4;14.37;12.84;0.63;0.4;10%;0.0997916666666667;4.2;1.8;1.7;44%;6;2;100;11;0.3;12.54;0.4;87%;58.7;0.6;2.8;6.7;8.0;2.1;26;3.9;1.2;30;4.0;35;28;9.6;7.6;1.5;2.3;10.1;82;61;0;0.2;0.4;0.1;31;2;0;12.6;17.6;No recurring injuries;Below Average;2.9;30;0.0;0;0;1;0;0;0;0;0;0;0;2.0;1.0
Premier League;Bournemouth;Evanilson;ST (C);;ST (C);27;"6'0""";£72K - £105K p/w;£30M - £40M;Fairly Strong;Very Strong;7.03;5;1640;15;109.333333333333;0.8;9.91;9.91;5.09;0.5;35%;0.23046511627907;2.4;1.0;0.4;42%;1;0;0;0;0.0;2.37;0.1;87%;21.3;0.3;1.0;0.8;0.5;0.3;55;0.5;0.3;56;0.6;15;34;5.7;1.9;0.2;0.7;2.2;60;5;0;0.1;0.1;0.1;38;1;0;11.9;8.3;No recurring injuries;Above Average;8.2;28;0.1;0;0;0;0;0;0;0;0;0;0;1.5;2.2
Bundesliga;Eintracht Frankfurt;Jonathan Burkardt;ST (C);;ST (C);26;"5'11""";£54K - £75K p/w;£20M - £32M;Fairly Strong;Very Strong;7.10;2;2643;15;176.2;0.5;13.54;12.73;1.46;0.5;15%;0.136767676767677;3.4;1.8;0.9;55%;2;3;67;3;0.1;1.85;0.1;89%;29.4;0.1;1.0;1.1;0.4;0.1;25;0.4;0.1;25;0.6;68;23;16.9;2.2;0.3;0.6;1.7;62;13;1;0.1;0.2;0.0;18;0;0;10.9;7.3;No recurring injuries;High;5.6;32;0.1;0;0;0;0;0;0;0;0;0;0;1.7;1.0
Ligue 1 McDonald's;Strasbourg;Joaquín Panichelli;ST (C);AM (C);AM (C), ST (C);24;"6'3""";£37K - £42.5K p/w;£9.4M - £13.5M;Reasonable;Very Strong;6.97;0;1941;15;129.4;0.7;8.78;8.78;6.22;0.4;14%;0.0805504587155963;5.1;2.3;1.9;46%;5;2;100;2;0.1;3.44;0.2;91%;29.7;0.2;1.1;0.8;0.4;0.0;12;0.4;0.0;13;0.5;39;15;17.4;2.4;0.2;0.7;0.8;67;6;0;0.1;0.3;0.0;14;2;0;10.5;6.1;No recurring injuries;Low;7.1;47;0.0;0;0;0;0;0;0;0;0;0;0;1.1;0.9
Jupiler Pro League;Charleroi;Aurélien Scheidler;ST (C);;ST (C);28;"6'4""";£4.4K - £6.75K p/w;£350K - £3.5M;Weak;Very Strong;6.98;2;2158;15;143.866666666667;0.6;10.8;9.18;4.2;0.5;17%;0.125581395348837;3.6;1.8;1.2;51%;5;4;50;6;0.3;2.62;0.1;91%;27.2;0.3;1.3;1.1;0.8;0.2;27;0.8;0.2;28;0.5;30;12;19.1;2.6;0.1;0.4;1.5;33;9;0;0.1;0.0;0.0;23;1;0;10.6;8.4;No recurring injuries;Below Average;9.0;40;0.1;0;0;0;0;0;0;0;0;0;0;1.4;0.9
Sky Bet Championship;Portsmouth;Colby Bishop;ST (C);;ST (C);30;"5'11""";£13.75K - £18.25K p/w;£140K - £1.4M;Reasonable;Very Strong;6.82;2;3078;15;205.2;0.4;11.16;10.35;3.84;0.3;17%;0.126818181818182;2.6;1.2;0.6;48%;1;4;75;3;0.1;2.35;0.1;88%;30.6;0.1;0.8;0.6;0.3;0.1;36;0.3;0.1;36;0.6;65;29;18.1;1.8;0.2;0.8;1.6;64;11;0;0.1;0.2;0.0;34;2;0;10.1;8.6;No recurring injuries;Below Average;8.3;29;0.1;0;0;0;0;0;0;0;0;0;0;1.1;1.1
Sky Bet Championship;QPR;Richard Koné;ST (C);AM (C);AM (C), ST (C);23;"6'1""";£15K - £21K p/w;£800K - £8M;Reasonable;Very Strong;6.80;0;3463;14;247.357142857143;0.4;11.67;11.67;2.33;0.3;15%;0.125483870967742;2.4;1.2;0.7;48%;3;0;0;5;0.1;2.27;0.1;89%;25.1;0.1;1.1;0.9;0.4;0.2;50;0.4;0.2;50;0.8;64;26;20.3;1.6;0.3;0.6;1.8;67;15;0;0.1;0.2;0.0;29;3;0;10.3;5.5;No recurring injuries;Low;8.2;37;0.1;0;0;0;0;0;0;0;0;0;0;1.1;1.3
Premier League;Man Utd;Kevin Schade;AM (L);AM (C), ST (C);AM (RLC), ST (C);25;"6'0""";£110K p/w;£80M - £97M;Fairly Strong;Very Strong;7.13;2;1707;14;121.928571428571;0.7;9.69;9.69;4.31;0.5;22%;0.153809523809524;3.3;1.9;0.9;57%;0;0;0;6;0.3;4.33;0.2;84%;31.4;0.6;2.1;2.7;2.3;0.6;27;2.3;0.6;27;2.4;20;17;9.6;4.6;0.8;1.5;5.9;73;22;1;0.4;0.6;0.2;22;0;0;12.6;15.6;No recurring injuries;Average;6.5;37;0.3;0;0;0;0;0;0;0;0;0;0;3.0;2.4
First Division;R. Madrid;Jude Bellingham;M (C);M (L), AM (C);M (LC), AM (C);23;"6'1""";£250K - £350K p/w;£269M - £293M;Fairly Strong;Very Strong;6.94;1;3413;14;243.785714285714;0.4;11.97;11.97;2.03;0.3;12%;0.0989256198347108;3.2;1.5;1.4;47%;5;0;0;13;0.3;13.97;0.4;87%;12.7;0.8;1.2;1.4;0.3;0.2;53;0.3;0.2;54;0.6;25;4;6.8;14.2;0.1;0.6;1.1;50;6;0;0.1;0.0;0.1;13;5;0;3.3;4.1;No recurring injuries;High;0.8;31;0.0;0;0;0;0;0;0;0;0;0;0;2.4;0.7
Premier League;Spurs;Dejan Kulusevski;AM (RC);M (C), ST (C);M/AM (RC), ST (C);26;"6'1""";£250K - £325K p/w;£83M - £130M;Very Strong;Fairly Strong;6.95;1;3031;14;216.5;0.4;11.87;11.87;2.13;0.4;16%;0.134886363636364;2.6;1.2;1.1;47%;2;0;0;7;0.2;5.58;0.2;89%;43.9;0.4;1.8;2.9;2.3;0.3;12;1.2;0.1;12;1.5;39;14;8.7;2.9;0.1;0.9;2.8;21;19;0;0.1;0.3;0.1;21;0;0;11.8;11.5;No recurring injuries;Below Average;5.2;27;0.0;0;0;0;0;0;0;0;0;0;0;1.7;1.1
Premier League;Liverpool;Alexander Isak;ST (C);;AM (L), ST (C);27;"6'3""";£250K - £350K p/w;£83M - £130M;Reasonable;Very Strong;7.09;5;2889;14;206.357142857143;0.4;10.97;10.2;3.03;0.3;14%;0.111938775510204;3.1;1.3;1.0;43%;4;1;100;12;0.4;10.31;0.3;90%;56.3;0.9;2.2;4.6;3.7;0.9;25;3.7;0.9;25;2.4;46;23;11.5;6.5;1.1;2.1;9.1;71;49;0;0.2;0.3;0.0;34;2;0;12.9;18.7;No recurring injuries;Average;5.5;42;0.2;0;0;0;0;0;0;0;0;0;0;2.0;1.1
Sky Bet Championship;West Brom;Aune Heggebø;ST (C);;ST (C);25;"6'1""";£11.5K - £16.25K p/w;£8.2M - £13.5M;Very Strong;Weak;6.85;0;3571;14;255.071428571429;0.4;14.69;14.69;-0.69;0.4;9%;0.0972847682119205;3.8;1.8;1.2;48%;4;3;100;1;0.0;2.33;0.1;88%;31.7;0.3;1.1;0.9;0.5;0.1;21;0.5;0.1;21;0.3;73;36;18.6;2.6;0.2;0.7;1.9;67;9;0;0.0;0.3;0.0;44;1;0;10.2;7.7;No recurring injuries;Below Average;8.5;50;0.1;0;0;0;0;0;0;0;0;0;0;1.0;1.0
Ligue 1 McDonald's;AS Monaco;Folarin Balogun;ST (C);;ST (C);25;"5'10""";£90K - £105K p/w;£31M - £37M;Fairly Strong;Very Strong;7.00;5;2371;14;169.357142857143;0.5;8.87;8.06;5.13;0.3;17%;0.105595238095238;3.2;1.6;1.2;50%;3;2;50;5;0.2;2.85;0.1;88%;27.3;0.2;1.1;0.8;0.5;0.2;30;0.5;0.2;31;1.0;43;30;15.5;1.6;0.1;0.5;1.2;67;3;0;0.0;0.1;0.0;38;0;0;10.6;5.7;No recurring injuries;Below Average;6.2;41;0.0;0;0;0;0;0;0;0;0;0;0;1.3;1.3
Premier League;Arsenal;Martin Ødegaard;M (C);;M/AM (C);28;"5'10""";£225K - £325K p/w;£123M - £150M;Very Strong;Reasonable;7.07;3;3327;14;237.642857142857;0.4;11.98;11.98;2.02;0.3;16%;0.133111111111111;2.4;1.0;0.9;41%;1;0;0;10;0.3;9.32;0.3;88%;61.4;0.6;2.4;4.8;2.5;0.8;31;0.9;0.5;51;1.0;24;15;10.2;4.5;0.8;1.4;3.5;86;35;2;0.1;0.2;0.1;20;0;0;12.1;13.4;No recurring injuries;Average;1.7;23;0.0;0;0;0;0;0;0;0;0;0;0;2.1;0.8
First Division;A. Madrid;Ademola Lookman;ST (C);AM (R);AM (RLC), ST (C);29;"5'9""";£67K - £110K p/w;£72M - £113M;Fairly Strong;Very Strong;7.10;3;2569;14;183.5;0.5;8.66;8.66;5.34;0.3;18%;0.111025641025641;2.7;1.4;0.7;50%;3;2;100;6;0.2;4.72;0.2;88%;35.6;0.4;1.5;1.5;0.9;0.3;29;0.8;0.3;33;1.0;56;19;13.7;3.5;0.4;1.0;3.7;80;15;0;0.2;0.1;0.0;24;0;0;11.1;8.3;No recurring injuries;Above Average;4.7;19;0.0;0;0;0;0;0;0;0;0;0;0;1.9;0.9
First Division;Real San Sebastián;Mikel Oyarzábal;AM (L);AM (RC);AM (RLC), ST (C);29;"5'11""";£87K - £125K p/w;£131M - £159M;Very Strong;Reasonable;6.97;1;2562;14;183;0.5;13.5;12.69;0.5;0.5;15%;0.146739130434783;3.2;1.6;1.0;49%;3;3;67;3;0.1;3.47;0.1;86%;34.0;0.2;0.9;1.4;1.5;0.3;18;1.0;0.2;21;0.8;51;20;12.3;3.5;0.5;0.8;2.6;76;17;1;0.2;0.2;0.0;17;0;0;10.5;7.8;No recurring injuries;Below Average;6.9;34;0.1;0;0;0;0;0;0;0;0;0;0;1.3;1.4
Bundesliga;VfB Stuttgart;Abel Ruiz;ST (C);AM (C);AM (C), ST (C);27;"6'0""";£53K - £72K p/w;£30M - £47M;Fairly Strong;Very Strong;7.04;3;2217;14;158.357142857143;0.6;10.19;9.38;3.81;0.4;16%;0.118488372093023;3.5;1.6;1.3;47%;1;2;50;4;0.2;3.75;0.2;88%;29.8;0.4;1.2;1.2;0.6;0.0;6;0.6;0.0;6;0.6;42;18;12.0;2.7;0.3;0.6;2.2;67;12;0;0.0;0.0;0.0;21;0;0;11.2;7.5;No recurring injuries;Above Average;5.6;32;0.2;0;0;0;0;0;0;0;0;0;0;1.7;0.9
Bundesliga;FC Bayern München;Jamal Musiala;AM (L);M (C), AM (R);M (C), AM (RLC);24;"6'0""";£350K - £550K p/w;£106M - £135M;Fairly Strong;Very Strong;7.22;3;2461;14;175.785714285714;0.5;8.71;8.71;5.29;0.3;15%;0.0957142857142857;3.3;1.5;1.1;44%;1;0;0;10;0.4;5.67;0.2;89%;50.3;0.3;2.1;4.7;1.6;0.7;40;1.6;0.7;40;3.3;29;17;11.3;13.8;0.4;1.4;6.0;41;27;0;0.1;0.4;0.0;18;0;0;12.6;13.8;No recurring injuries;Above Average;3.4;41;0.1;0;0;0;0;0;0;0;0;0;0;2.0;0.9
Serie A;Fiorentina;Roberto Piccoli;ST (C);;ST (C);26;"6'3""";£46K - £53K p/w;£41M - £62M;Reasonable;Very Strong;6.86;2;2851;14;203.642857142857;0.4;11.47;11.47;2.53;0.4;12%;0.101504424778761;3.6;1.7;1.2;49%;1;3;100;1;0.0;1.82;0.1;90%;30.4;0.1;1.0;0.8;0.3;0.0;12;0.3;0.0;13;0.9;56;35;18.3;1.6;0.1;0.8;1.7;75;4;0;0.1;0.2;0.0;40;4;0;10.7;6.4;No recurring injuries;Very Low;7.5;39;0.1;0;0;0;0;0;0;0;0;0;0;1.3;0.8
Second Division;Espanyol;Roberto Fernández;ST (C);AM (RL);AM (RL), ST (C);24;"6'1""";£14K - £16K p/w;£18.5M - £25M;Fairly Strong;Very Strong;7.03;2;2091;14;149.357142857143;0.6;8.19;8.19;5.81;0.4;18%;0.107763157894737;3.3;1.8;1.2;54%;3;0;0;4;0.2;2.48;0.1;90%;31.4;0.3;0.9;0.7;0.4;0.1;33;0.4;0.1;33;1.0;60;26;17.8;1.9;0.2;0.9;1.2;67;6;0;0.1;0.2;0.0;25;2;0;11.0;6.8;No recurring injuries;Above Average;6.4;30;0.0;0;0;0;0;0;0;0;0;0;0;1.2;1.0
Jupiler Pro League;KV Kortrijk;Thierry Ambrose;ST (C);AM (R);AM (R), ST (C);29;"5'10""";£5.75K - £9.5K p/w;£4M - £8.2M;Weak;Very Strong;6.92;1;2082;14;148.714285714286;0.6;10.38;8.76;3.62;0.4;17%;0.128148148148148;3.5;1.6;0.9;44%;1;3;33;2;0.1;3.42;0.1;89%;23.9;0.3;1.3;1.0;0.4;0.2;44;0.4;0.2;44;0.7;45;16;16.2;3.1;0.2;0.6;1.6;40;10;0;0.0;0.1;0.0;18;0;0;10.3;5.3;Recurring partially torn ankle ligaments;Very High;9.0;34;0.0;0;0;0;0;0;0;0;0;0;0;1.5;1.1
Serie A;Casciavit;Christian Pulisic;AM (R);AM (L);AM (RLC), ST (C);28;"5'10""";£105K - £160K p/w;£70M - £109M;Fairly Strong;Very Strong;7.18;7;2740;14;195.714285714286;0.5;14.91;13.33;-0.91;0.5;13%;0.134324324324324;3.6;2.0;1.2;55%;2;4;75;9;0.3;5.95;0.2;89%;34.0;0.3;1.5;1.8;4.7;1.0;20;0.6;0.2;39;0.7;49;16;13.3;3.2;0.5;0.9;2.9;58;24;0;0.1;0.4;0.0;13;0;0;10.9;8.6;No recurring injuries;Very Low;4.0;18;0.0;0;0;0;0;0;0;0;0;0;0;1.6;0.9
Second Division;S. Gijón;Jonathan Dubasin;AM (R);M (R), AM (L);M (R), AM (RL), ST (C);27;"5'11""";£26.5K - £30K p/w;£28M - £33M;Fairly Strong;Very Strong;7.02;2;2831;14;202.214285714286;0.4;11.78;10.97;2.22;0.4;13%;0.109074074074074;3.4;1.7;1.2;50%;8;2;50;4;0.1;3.22;0.1;90%;28.4;0.2;1.2;1.0;0.4;0.1;33;0.4;0.1;33;0.5;69;21;15.0;2.6;0.2;0.5;1.6;67;9;0;0.1;0.3;0.0;28;1;0;11.3;7.9;No recurring injuries;Average;5.4;18;0.2;0;0;0;0;0;0;0;0;0;0;1.4;1.3
Sky Bet Championship;Burnley;Zeki Amdouni;AM (C), ST (C);AM (L);AM (LC), ST (C);26;"6'1""";£47K - £62K p/w;£15.5M - £25M;Strong;Very Strong;6.88;4;3055;14;218.214285714286;0.4;12.45;12.45;1.55;0.4;13%;0.119711538461538;3.1;1.6;1.0;51%;2;2;100;8;0.2;5.05;0.1;91%;25.8;0.1;1.1;0.9;0.4;0.1;13;0.4;0.1;13;0.9;87;26;18.1;1.8;0.1;0.6;1.4;100;2;0;0.2;0.2;0.0;36;1;0;10.7;6.2;No recurring injuries;Above Average;8.3;35;0.0;0;0;0;0;0;0;0;0;0;0;1.4;1.1
First Division;Villarreal;Ayoze Pérez;ST (C);AM (RL);AM (RLC), ST (C);33;"5'10""";£60K - £92K p/w;Not for Sale;Fairly Strong;Very Strong;6.98;2;2557;14;182.642857142857;0.5;11.22;11.22;2.78;0.4;16%;0.126067415730337;3.1;1.4;0.8;44%;4;0;0;3;0.1;3.67;0.1;88%;28.7;0.1;1.4;1.3;0.6;0.2;33;0.6;0.2;33;0.2;44;16;17.7;2.3;0.4;0.4;1.8;56;18;0;0.0;0.1;0.0;23;1;0;10.3;6.4;No recurring injuries;Above Average;5.3;25;0.1;0;0;0;0;0;0;0;0;0;0;1.7;1.3
Bundesliga;Eintracht Frankfurt;Saïd El Mala;AM (L);M (L), AM (RC);M (L), AM (RLC);20;"6'2""";£23.5K - £33K p/w;£48M - £63M;Reasonable;Very Strong;7.22;3;2591;14;185.071428571429;0.5;5.78;5.78;8.22;0.2;23%;0.0932258064516129;2.2;1.0;0.8;45%;4;1;100;8;0.3;7.45;0.3;88%;49.0;0.4;1.9;4.5;3.2;0.8;26;3.2;0.8;26;5.3;43;12;16.5;5.6;1.3;2.4;11.4;64;58;1;0.2;0.6;0.0;38;3;0;12.3;15.2;No recurring injuries;Average;3.8;63;0.1;0;0;0;0;0;0;0;0;0;0;1.7;1.1
Bundesliga;RB Leipzig;Rômulo;ST (C);;ST (C);25;"6'4""";£56K - £80K p/w;£21M - £33M;Fairly Strong;Very Strong;7.19;4;1891;14;135.071428571429;0.7;10.2;8.66;3.8;0.5;22%;0.159375;3.0;1.6;0.9;53%;1;3;100;4;0.2;3.64;0.2;86%;35.9;0.4;1.1;1.2;0.4;0.1;37;0.3;0.1;43;1.2;32;16;14.7;2.6;0.1;1.1;2.6;100;3;0;0.1;0.1;0.0;21;0;0;11.4;7.0;No recurring injuries;Above Average;6.4;43;0.1;0;0;0;0;0;0;0;0;0;0;2.0;0.8
Serie BKT;Palermo;Jérémy Le Douaron;AM (R);AM (C);AM (RLC), ST (C);28;"6'2""";£7.75K - £9.25K p/w;£240K - £2.4M;Very Strong;Reasonable;7.14;0;2687;13;206.692307692308;0.4;9.04;9.04;3.96;0.3;15%;0.105116279069767;2.9;1.7;0.1;58%;0;0;0;5;0.2;2.95;0.1;66%;22.8;0.0;0.2;0.4;0.1;0.1;50;0.1;0.1;50;0.0;41;0;3.0;1.0;1.1;0.2;0.6;58;57;0;0.0;0.0;0.0;42;1;0;1.6;1.5;No recurring injuries;Very Low;0.4;55;0.0;0;0;0;0;0;0;0;0;0;0;0.1;0.1
Ligue 1 McDonald's;Paris SG;Khvicha Kvaratskhelia;AM (L);AM (C);AM (LC);26;"6'0""";£245K - £325K p/w;£99M - £155M;Strong;Very Strong;7.22;6;2105;13;161.923076923077;0.6;10.5;8.88;2.5;0.4;14%;0.110526315789474;4.1;1.8;1.7;43%;5;2;0;7;0.3;4.39;0.2;89%;58.8;0.4;1.8;4.9;3.3;0.8;23;2.9;0.7;24;4.1;30;17;13.5;5.6;1.7;1.3;9.2;81;48;1;0.1;0.2;0.0;27;0;0;11.5;15.7;No recurring injuries;Below Average;3.1;19;0.0;0;0;0;0;0;0;0;0;0;0;2.2;0.3
First Division;A. Madrid;Alexander Sørloth;ST (C);;ST (C);31;"6'4""";£57K - £74K p/w;£18M - £28M;Very Strong;Fairly Strong;6.95;1;1531;13;117.769230769231;0.8;7.37;7.37;5.63;0.4;24%;0.134;3.2;2.1;0.8;65%;0;0;0;0;0.0;1.87;0.1;90%;33.2;0.4;0.8;0.9;0.4;0.2;50;0.4;0.2;50;0.8;19;23;14.9;2.2;0.2;0.5;1.5;80;5;0;0.0;0.0;0.0;27;3;0;10.2;6.2;No recurring injuries;Low;7.2;43;0.1;0;0;0;0;0;0;0;0;0;0;1.9;0.6
